"COM
CODE",COURSENO,COURSETITLE,CREDIT L P U,SEC,STAT,INSTRUCTOR IN CHARGE/Instructor,DAYS/ H,ROOM,COMPRE DATE
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,7,T,Ram Shanker Patel,S 4 M 1,C402,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,8,L,Sunilkumar V/Tarun Kumar Jha,T TH 4,LT1,
1015,PHY F111,MECH OSCILLATIONS & WAVE,3 0 3,8,T,Sunilkumar V/Tarun Kumar Jha,S 4 M 1,C404,
1126,PHY F211,CLASSICAL MECHANICS,3 1 4,1,L,NANDA KUMAR PATINCHARATH,T TH S 2,C307,07/12/18 (AN)
1126,PHY F211,CLASSICAL MECHANICS,3 1 4,1,T,Nanda Kumar Patincharath,M 1,C302,
1127,PHY F212,ELECTROMAGNETIC THEO I,3 0 3,1,L,Prasanta Kumar Das/ Raghunath Ratabole,W F 8,LT2,01/12/18 (AN)
1127,PHY F212,ELECTROMAGNETIC THEO I,3 0 3,1,T,KINJAL BANERJEE,M 8 S 1,A501,
1127,PHY F212,ELECTROMAGNETIC THEO I,3 0 3,2,T,Chandradew Sharma,M 8 S 7,C306,
1127,PHY F212,ELECTROMAGNETIC THEO I,3 0 3,3,T,Prasanta Kumar Das/ Raghunath Ratabole,M 8 S 1,C301,
1127,PHY F212,ELECTROMAGNETIC THEO I,3 0 3,4,T,Ethirajulu Kannan,M 8 S 1,A601,
1127,PHY F212,ELECTROMAGNETIC THEO I,3 0 3,5,T,Kinjal Banerjee,T 10  TH 1,C402,
1128,PHY F213,OPTICS,3 0 3,1,L,ARUN V KULKARNI,T TH S 3,C306,12/12/18 (FN)
1128,PHY F213,OPTICS,3 0 3,1,T,Arun V Kulkarni,T 1,C306,
1129,PHY F214,ELEC MAGNET & OPTICS LAB,0 2 2,1,P,"SUNILKUMAR V, Atanu Guha, Tuhin Malik",T 7 8 9,,TBA
1129,PHY F214,ELEC MAGNET & OPTICS LAB,0 2 2,2,P,"Nanda Kumar Patincharath, M Deepak Kumar, Anu Roshini R",TH 7 8 9,,
1493,PHY F215,INTRO TO ASTRO & ASTROPH,3 0 3,1,L,TARUN KUMAR JHA,M W F 5,A602,11/12/18 (AN)
1666,PHY F266,STUDY PROJECT,3,1,I,DEEPAK PN,,,
1486,PHY F311,QUANTUM MECHANICS II,3 0 3,1,L,RADHIKA VATHSAN,T TH S 2,C306,07/12/18 (FN)
1486,PHY F311,QUANTUM MECHANICS II,3 0 3,1,T,Radhika Vathsan,T 7,C306,
1487,PHY F312,STATISTICAL MECHANICS,3 0 3,1,L,CHANDRADEW SHARMA,M W F 5,C308,11/12/18 (FN)
1487,PHY F312,STATISTICAL MECHANICS,3 0 3,1,T,Chandradew Sharma,T 10,C305,
1488,PHY F313,COMPUTATIONAL PHYSICS,3 0 3,1,L,TOBY JOSEPH,M W F 9,C306,13/12/18 (FN)
1488,PHY F313,COMPUTATIONAL PHYSICS,3 0 3,1,T,Toby Joseph,TH 10,C401,
1494,PHY F315,THEORY OF RELATIVITY,3 0 3,1,L,PRASANTA KUMAR DAS,T TH S 4,C301,05/12/18 (AN)
1683,PHY F366,LABORATORY PROJECT,3,1,I,DEEPAK PN,,,
1751,PHY F367,LABORATORY PROJECT,3,1,I,DEEPAK PN,,,
1700,PHY F376,DESIGN PROJECT,3,1,I,DEEPAK PN,,,
1767,PHY F377,DESIGN PROJECT,3,1,I,DEEPAK PN,,,
1495,PHY F412,INTRODUCTION TO QUANTUM FIELD THEORY,3 1 4,1,L,ARUN V KULKARNI,M W F 9,C305,13/12/18 (FN)
1495,PHY F412,INTRODUCTION TO QUANTUM FIELD THEORY,3 1 4,1,T,Arun V Kulkarni,,,
1498,PHY F415,GEN THEO OF REL & COSMO,3 1 4,1,L,KINJAL BANERJEE,W F 8 S 7,C303,01/12/18 (AN)
1504,PHY F420,QUANTUM OPTICS,3 1 4,1,L,RAGHUNATH RATABOLE,T TH S 4,A501,05/12/18 (AN)
1509,PHY F426,PHYSICS OF SEMICOND DEV,3 1 4,1,L,TENY THERESA JOHN,M W F 7,C305,14/12/18 (FN)
1725,PHY F491,SPECIAL PROJECTS,3,1,I,DEEPAK PN,,,
